Name,Abbrev,Status,Fall,Year,Place,Type,Mass,MetBull,Antarctic,"(Lat,Long)",,
Komarinsky is a synonym for Brahin (In NHM Cat),,,,,,,,,,,,
Konevo is a synonym for Konovo (Mentioned in Dimov 1975),,,,,,,,,,,,
Konia is a synonym for Adalia (In NHM Cat),,,,,,,,,,,,
Korgaon is a synonym for Naoki (In NHM Cat),,,,,,,,,,,,
Kosseir is a synonym for El Qoseir (In NHM Cat),,,,,,,,,,,,
Kossuth County is a synonym for Forest City (In NHM Cat),,,,,,,,,,,,
Köstritz is a synonym for Pohlitz (In NHM Cat),,,,,,,,,,,,
Kota Kota is a synonym for Kota-Kota (From MetBase),,,,,,,,,,,,
Kotschki is a synonym for Ryechki (In NHM Cat),,,,,,,,,,,,
Kouga is a synonym for Kouga Mountains (In NHM Cat),,,,,,,,,,,,
Koul Bokkeveld is a synonym for Cold Bokkeveld (In NHM Cat),,,,,,,,,,,,
Koursk is a synonym for Botschetschki (In NHM Cat),,,,,,,,,,,,
Koursk is a synonym for Sevrukovo (In NHM Cat),,,,,,,,,,,,
Kraehenberg is a synonym for Krähenberg (In NHM Cat),,,,,,,,,,,,
Krähenholz is a synonym for Barntrup (In NHM Cat),,,,,,,,,,,,
Krakhut is a synonym for Benares (a) (In NHM Cat),,,,,,,,,,,,
Kranganur is a synonym for Cranganore (In NHM Cat),,,,,,,,,,,,
Krasnoi Ugol is a synonym for Krasnoi-Ugol (From MetBase),,,,,,,,,,,,
Krasnoiarsk is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Krasnojarsk (iron) is a synonym for Toubil River (From MetBase),,,,,,,,,,,,
Krasnojarsk Iron is a synonym for Toubil River (In NHM Cat),,,,,,,,,,,,
Krasnoslobodsk is a synonym for Novo-Urei (In NHM Cat),,,,,,,,,,,,
Krasnoyarsk is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Krasnyi Klutsch is a synonym for Krasnyi Klyuch (In NHM Cat),,,,,,,,,,,,
Krasnyi Ugol is a synonym for Krasnoi-Ugol (In NHM Cat),,,,,,,,,,,,
Kravin is a synonym for Tabor (In NHM Cat),,,,,,,,,,,,
Krawin is a synonym for Tabor (In NHM Cat),,,,,,,,,,,,
Kress is a synonym for Kress (a) (In NHM Cat),,,,,,,,,,,,
Krimka is a synonym for Krymka (In NHM Cat),,,,,,,,,,,,
Kroonstad is a synonym for Cronstad (In NHM Cat),,,,,,,,,,,,
Kruki is a synonym for Brahin (In NHM Cat),,,,,,,,,,,,
Krukov is a synonym for Brahin (In NHM Cat),,,,,,,,,,,,
Ksar Tarcine 001 is a synonym for Qasr Tarcine (Approved by nomcom 8/13/13),,,,,,,,,,,,
Kuangtung Yang-Chiang is a synonym for Yangchiang (In NHM Cat),,,,,,,,,,,,
Kuasti-Knasti is a synonym for Bialystok (In NHM Cat),,,,,,,,,,,,
Kuiyibage 001 is a synonym for Kuiyibage (First meteorite in DCA),,,,,,,,,,,,
Kukschino is a synonym for Kukschin (In NHM Cat),,,,,,,,,,,,
Kukshin is a synonym for Kukschin (In NHM Cat),,,,,,,,,,,,
Kuleschewka is a synonym for Kuleschovka (In NHM Cat),,,,,,,,,,,,
Kuleshovka is a synonym for Kuleschovka (In NHM Cat),,,,,,,,,,,,
Kumisch Choi Cha is a synonym for Armanty (In NHM Cat),,,,,,,,,,,,
Kumys-Tyuya is a synonym for Armanty (In NHM Cat),,,,,,,,,,,,
Kunaschak is a synonym for Kunashak (In NHM Cat),,,,,,,,,,,,
Kunischak is a synonym for Kunashak (In NHM Cat),,,,,,,,,,,,
Kurgansku is a synonym for Pesyanoe (In NHM Cat),,,,,,,,,,,,
Kuritawaki-mura is a synonym for Takenouchi (In NHM Cat),,,,,,,,,,,,
Kuritawaki-muri is a synonym for Takenouchi (From MetBase),,,,,,,,,,,,
Kurla is a synonym for Pillistfer (In NHM Cat),,,,,,,,,,,,
Kursk is a synonym for Sevrukovo (In NHM Cat),,,,,,,,,,,,
Kursk is a synonym for Botschetschki (In NHM Cat),,,,,,,,,,,,
Kusiike is a synonym for Kushiike (In NHM Cat),,,,,,,,,,,,
Kusnetsovo is a synonym for Kuznetzovo (In NHM Cat),,,,,,,,,,,,
Kusnezowo is a synonym for Kuznetzovo (In NHM Cat),,,,,,,,,,,,
Kuttayi is a synonym for Kuttippuram (In NHM Cat),,,,,,,,,,,,
Kuyahinga is a synonym for Knyahinya (In NHM Cat),,,,,,,,,,,,
Kuznetsovo is a synonym for Kuznetzovo (In NHM Cat),,,,,,,,,,,,
Kwasli is a synonym for Bialystok (In NHM Cat),,,,,,,,,,,,
Kwidzyn is a synonym for Schwetz (In NHM Cat),,,,,,,,,,,,
Kwingauk is a synonym for Quenggouk (In NHM Cat),,,,,,,,,,,,
Kyabra Creek is a synonym for Tenham (From MetBase),,,,,,,,,,,,
Kybunga I is a synonym for Kybunga (In NHM Cat),,,,,,,,,,,,
Kybunga II is a synonym for Kybunga (In NHM Cat),,,,,,,,,,,,
Kybunga III is a synonym for Kybunga (In NHM Cat),,,,,,,,,,,,
Kylesovice is a synonym for Opava (In NHM Cat),,,,,,,,,,,,
Kyolos is a synonym for Mocs (In NHM Cat),,,,,,,,,,,,
La Baffe is a synonym for Épinal (In NHM Cat),,,,,,,,,,,,
La Bella Roca is a synonym for Bella Roca (In NHM Cat),,,,,,,,,,,,
La Bella Rocka is a synonym for Bella Roca (In NHM Cat),,,,,,,,,,,,
La Calle is a synonym for Feid Chair (In NHM Cat),,,,,,,,,,,,
La Encantada is a synonym for Imilac (In NHM Cat),,,,,,,,,,,,
La Fayette is a synonym for Lafayette (stone) (In NHM Cat),,,,,,,,,,,,
La Grange is a synonym for Bluff (a) (In NHM Cat),,,,,,,,,,,,
La Paz is a synonym for Canyon Diablo (In NHM Cat),,,,,,,,,,,,
La Perdida is a synonym for Campo del Cielo (In NHM Cat),,,,,,,,,,,,
La Rinconda is a synonym for La Rinconada (In NHM Cat),,,,,,,,,,,,
La Rioja is a synonym for Puerta de Arauco (In NHM Cat),,,,,,,,,,,,
La Rioja is a synonym for Imilac (In NHM Cat),,,,,,,,,,,,
La Rochelle is a synonym for Esnandes (In NHM Cat),,,,,,,,,,,,
La Rochelle is a synonym for Chantonnay (In NHM Cat),,,,,,,,,,,,
La Scarpa is a synonym for Orvinio (In NHM Cat),,,,,,,,,,,,
La Spezia is a synonym for Pultusk (In NHM Cat),,,,,,,,,,,,
La Touanne is a synonym for Charsonville (In NHM Cat),,,,,,,,,,,,
La Vivionnere is a synonym for Le Teilleul (In NHM Cat),,,,,,,,,,,,
La'gad 001 is a synonym for La'gad (First meteorite in DCA),,,,,,,,,,,,
Lac Labiche is a synonym for Vilna (In NHM Cat),,,,,,,,,,,,
Lageado Ipiranga is a synonym for Ipiranga (In NHM Cat),,,,,,,,,,,,
Laguna de los Manantiales is a synonym for Laguna Manantiales (In NHM Cat),,,,,,,,,,,,
Lahmada 001 is a synonym for Lahmada (From MetBase),,,,,,,,,,,,
Lahmada 022 is a synonym for Northwest Africa 035 (From MetBase),,,,,,,,,,,,
Lahmada 023 is a synonym for Northwest Africa 036 (From MetBase),,,,,,,,,,,,
Lahmada 024 is a synonym for Northwest Africa 037 (From MetBase),,,,,,,,,,,,
Lahmada 025 is a synonym for Northwest Africa 038 (From MetBase),,,,,,,,,,,,
Lahmada 026 is a synonym for Northwest Africa 039 (From MetBase),,,,,,,,,,,,
Lahmada 027 is a synonym for Northwest Africa 040 (From MetBase),,,,,,,,,,,,
Lahmada 028 is a synonym for Northwest Africa 041 (From MetBase),,,,,,,,,,,,
Lahmada 029 is a synonym for Northwest Africa 042 (From MetBase),,,,,,,,,,,,
Lahmada 030 is a synonym for Northwest Africa 043 (From MetBase),,,,,,,,,,,,
Lahmada 031 is a synonym for Northwest Africa 044 (From MetBase),,,,,,,,,,,,
Lahmada 032 is a synonym for Northwest Africa 045 (From MetBase),,,,,,,,,,,,
Laissac is a synonym for Favars (In NHM Cat),,,,,,,,,,,,
Lajeado Ipiranga is a synonym for Ipiranga (In NHM Cat),,,,,,,,,,,,
Lake Giles is a synonym for Mount Dooling (In NHM Cat),,,,,,,,,,,,
Lake Los Angeles (a) is a synonym for Lake Los Angeles (Automatic synonym when (b) was named),,,,,,,,,,,,
Lake Moore is a synonym for Lake Brown (In NHM Cat),,,,,,,,,,,,
Lake Okechobee is a synonym for Okechobee (In NHM Cat),,,,,,,,,,,,
Lampa is a synonym for Cobija (In NHM Cat),,,,,,,,,,,,
Lancashire is a synonym for Appley Bridge (In NHM Cat),,,,,,,,,,,,
Lançon is a synonym for Lancon (French spelling),,,,,,,,,,,,
Landes is a synonym for Barbotan (In NHM Cat),,,,,,,,,,,,
Landis is a synonym for Landes (In NHM Cat),,,,,,,,,,,,
Langenpiernitz is a synonym for Stannern (In NHM Cat),,,,,,,,,,,,
Langres is a synonym for Chassigny (In NHM Cat),,,,,,,,,,,,
Langwarrin is a synonym for Cranbourne (In NHM Cat),,,,,,,,,,,,
Laocheng is a synonym for Laochenzhen (In NHM Cat),,,,,,,,,,,,
Laocheng-zhen is a synonym for Laochenzhen (From MetBase),,,,,,,,,,,,
Lapangaon is a synonym for Lakangaon (In NHM Cat),,,,,,,,,,,,
Laramie County is a synonym for Silver Crown (In NHM Cat),,,,,,,,,,,,
Las Adargas is a synonym for Chupaderos (In NHM Cat),,,,,,,,,,,,
Las Vegas is a synonym for Canyon Diablo (In NHM Cat),,,,,,,,,,,,
Lasdany is a synonym for Lixna (In NHM Cat),,,,,,,,,,,,
Laurens Court House is a synonym for Laurens County (In NHM Cat),,,,,,,,,,,,
Laurentjewka is a synonym for Lavrentievka (In NHM Cat),,,,,,,,,,,,
Lauzenkirchen is a synonym for Lanzenkirchen (In NHM Cat),,,,,,,,,,,,
Lavrent'evka is a synonym for Lavrentievka (In NHM Cat),,,,,,,,,,,,
Lawrentjewka is a synonym for Lavrentievka (In NHM Cat),,,,,,,,,,,,
Lea Iron is a synonym for Cleveland (In NHM Cat),,,,,,,,,,,,
Leavenworth County is a synonym for Tonganoxie (In NHM Cat),,,,,,,,,,,,
Lebedin is a synonym for Kharkov (In NHM Cat),,,,,,,,,,,,
Lebedinnyi Priisk is a synonym for Lebedinnyi (In NHM Cat),,,,,,,,,,,,
Lebjagevka is a synonym for Pesyanoe (In NHM Cat),,,,,,,,,,,,
Leeds is a synonym for Toluca (In NHM Cat),,,,,,,,,,,,
Leedy is a synonym for Leedey (In NHM Cat),,,,,,,,,,,,
Leland is a synonym for Forest City (In NHM Cat),,,,,,,,,,,,
Lenarco is a synonym for Lenarto (In NHM Cat),,,,,,,,,,,,
Lenartov is a synonym for Lenarto (In NHM Cat),,,,,,,,,,,,
Lenartow is a synonym for Lenarto (In NHM Cat),,,,,,,,,,,,
Lenorka is a synonym for Leonovka (In NHM Cat),,,,,,,,,,,,
Leonowka is a synonym for Leonovka (In NHM Cat),,,,,,,,,,,,
Leoville (a) is a synonym for Leoville (In NHM Cat),,,,,,,,,,,,
Lerici is a synonym for Pultusk (In NHM Cat),,,,,,,,,,,,
Lexington County is a synonym for Ruff's Mountain (In NHM Cat),,,,,,,,,,,,
Liang-cheng is a synonym for Liangcheng (From MetBase),,,,,,,,,,,,
Liangcheng Daihai is a synonym for Liangcheng (In NHM Cat),,,,,,,,,,,,
Libonnez is a synonym for Juvinas (In NHM Cat),,,,,,,,,,,,
Liboschitz is a synonym for Ploschkovitz (In NHM Cat),,,,,,,,,,,,
Lichtenfels is a synonym for Gibeon (In NHM Cat),,,,,,,,,,,,
Liewipantsun is a synonym for Yukan (In NHM Cat),,,,,,,,,,,,
Liksen is a synonym for Lixna (In NHM Cat),,,,,,,,,,,,
Liksna is a synonym for Lixna (In NHM Cat),,,,,,,,,,,,
Lille is a synonym for Hainaut (In NHM Cat),,,,,,,,,,,,
Lime Creek is a synonym for Walker County (In NHM Cat),,,,,,,,,,,,
Limerzel is a synonym for Kermichel (In NHM Cat),,,,,,,,,,,,
Limestone Creek is a synonym for Lime Creek (In NHM Cat),,,,,,,,,,,,
Lincoln County is a synonym for Petersburg (In NHM Cat),,,,,,,,,,,,
Linn County is a synonym for Marion (Iowa) (In NHM Cat),,,,,,,,,,,,
Linnville is a synonym for Linville (In NHM Cat),,,,,,,,,,,,
Linville Mountain is a synonym for Linville (In NHM Cat),,,,,,,,,,,,
Lion River is a synonym for Gibeon (In NHM Cat),,,,,,,,,,,,
Lipan Flats is a synonym for San Angelo (In NHM Cat),,,,,,,,,,,,
Lipetsky Khutor is a synonym for Lipovsky (In NHM Cat),,,,,,,,,,,,
Lipno is a synonym for Lixna (In NHM Cat),,,,,,,,,,,,
Liponnas is a synonym for Luponnas (In NHM Cat),,,,,,,,,,,,
Lipovitz is a synonym for Oczeretna (In NHM Cat),,,,,,,,,,,,
Lipovskii Khutor is a synonym for Lipovsky (In NHM Cat),,,,,,,,,,,,
Lipowsky Chutor is a synonym for Lipovsky (In NHM Cat),,,,,,,,,,,,
Lippe is a synonym for Barntrup (In NHM Cat),,,,,,,,,,,,
Lipto is a synonym for Nagy-Borové (From MetBase),,,,,,,,,,,,
Liptó is a synonym for Nagy-Borové (In NHM Cat),,,,,,,,,,,,
Litau is a synonym for Padvarninkai (In NHM Cat),,,,,,,,,,,,
Litchenfels is a synonym for Gibeon (In NHM Cat),,,,,,,,,,,,
Little Miami Valley is a synonym for Brenham (In NHM Cat),,,,,,,,,,,,
Livingston County is a synonym for Smithland (In NHM Cat),,,,,,,,,,,,
Liweipantsun is a synonym for Yukan (In NHM Cat),,,,,,,,,,,,
Lixsna is a synonym for Lixna (In NHM Cat),,,,,,,,,,,,
Ljungby is a synonym for Lundsgård (In NHM Cat),,,,,,,,,,,,
Llano del Inca is a synonym for Vaca Muerta (In NHM Cat),,,,,,,,,,,,
Llano Estacado is a synonym for Estacado (In NHM Cat),,,,,,,,,,,,
Lockport is a synonym for Cambria (In NHM Cat),,,,,,,,,,,,
Lodhran is a synonym for Lodran (In NHM Cat),,,,,,,,,,,,
Logrono is a synonym for Barea (In NHM Cat),,,,,,,,,,,,
Loket is a synonym for Elbogen (In NHM Cat),,,,,,,,,,,,
Loma de la Cosina is a synonym for Cosina (In NHM Cat),,,,,,,,,,,,
Longshan is a synonym for Longchang (From MetBase),,,,,,,,,,,,
Lontolax is a synonym for Luotolax (In NHM Cat),,,,,,,,,,,,
Loongana (stone) is a synonym for Forrest Lakes (In NHM Cat),,,,,,,,,,,,
Loongana Station (iron) is a synonym for Mundrabilla (In NHM Cat),,,,,,,,,,,,
Loongana Station West is a synonym for Mundrabilla (In NHM Cat),,,,,,,,,,,,
Loop is a synonym for Ashmore (In NHM Cat),,,,,,,,,,,,
Loop (a) is a synonym for Loop (In NHM Cat),,,,,,,,,,,,
Loot is a synonym for Loop (In NHM Cat),,,,,,,,,,,,
Loreto Baja is a synonym for Loreto (In NHM Cat),,,,,,,,,,,,
Los Amates is a synonym for Toluca (In NHM Cat),,,,,,,,,,,,
Los Angeles is a synonym for Shingle Springs (In NHM Cat),,,,,,,,,,,,
Los Angeles 001 is a synonym for Los Angeles (From MetBase),,,,,,,,,,,,
Los Angeles 002 is a synonym for Los Angeles (From MetBase),,,,,,,,,,,,
Los Guanacos is a synonym for Campo del Cielo (In NHM Cat),,,,,,,,,,,,
Los Vientos 272 is a synonym for Los Vientos 267 (LoV 272 was a duplicate of LoV 267),,,,,,,,,,,,
Los Vientos 436 is a synonym for Los Vientos 332 (Duplicate meteorite),,,,,,,,,,,,
Louans is a synonym for Le Pressoir (In NHM Cat),,,,,,,,,,,,
Louisa County is a synonym for Staunton (In NHM Cat),,,,,,,,,,,,
Louise Michel is a synonym for Northwest Africa 1068 (From MetBase),,,,,,,,,,,,
Louisiana is a synonym for Red River (In NHM Cat),,,,,,,,,,,,
Louvain is a synonym for Tourinnes-la-Grosse (In NHM Cat),,,,,,,,,,,,
LoV 272 is a synonym for Los Vientos 267 (LoV 272 was a duplicate of LoV 267),,,,,,,,,,,,
Löwenfluss is a synonym for Gibeon (In NHM Cat),,,,,,,,,,,,
Lowick is a synonym for Łowicz (In NHM Cat),,,,,,,,,,,,
Lowicz is a synonym for Łowicz (Slash through L missing in MetBase 7.1),,,,,,,,,,,,
Lozere is a synonym for Aumieres (In NHM Cat),,,,,,,,,,,,
Lubbock is a synonym for Fairview (From MetBase),,,,,,,,,,,,
Lubimowka is a synonym for Yurtuk (In NHM Cat),,,,,,,,,,,,
Lucerne Valley is a synonym for Lucerne Valley 001 (In NHM Cat),,,,,,,,,,,,
Lucignano d'Asso is a synonym for Siena (In NHM Cat),,,,,,,,,,,,
Lüderitz is a synonym for Gibeon (From MetBase),,,,,,,,,,,,
Luhy is a synonym for Pribram (In NHM Cat),,,,,,,,,,,,
Lund is a synonym for Ekeby (In NHM Cat),,,,,,,,,,,,
Lundsaur is a synonym for Lundsgård (In NHM Cat),,,,,,,,,,,,
Lupton's Iron is a synonym for Coahuila (In NHM Cat),,,,,,,,,,,,
Lusignan d'Asso is a synonym for Siena (In NHM Cat),,,,,,,,,,,,
Lusignano d'Asso is a synonym for Siena (In NHM Cat),,,,,,,,,,,,
Lyon County is a synonym for Admire (In NHM Cat),,,,,,,,,,,,
Lysa is a synonym for Lissa (In NHM Cat),,,,,,,,,,,,
Lysa on Labe is a synonym for Lissa (In NHM Cat),,,,,,,,,,,,
Lyubimovka is a synonym for Yurtuk (In NHM Cat),,,,,,,,,,,,
M'Bozi is a synonym for Mbosi (In NHM Cat),,,,,,,,,,,,
M16005 is a synonym for NWA 11801 (Appears in Chinese literature),,,,,,,,,,,,
Mabwe-Khoyma is a synonym for Mabwe-Khoywa (In NHM Cat),,,,,,,,,,,,
Macao is a synonym for Macau (In NHM Cat),,,,,,,,,,,,
Macayo is a synonym for Macau (In NHM Cat),,,,,,,,,,,,
Maca· is a synonym for Macau (From MetBase),,,,,,,,,,,,
Macedonia is a synonym for Seres (In NHM Cat),,,,,,,,,,,,
Macerata is a synonym for Monte Milone (In NHM Cat),,,,,,,,,,,,
Mackinney is a synonym for McKinney (In NHM Cat),,,,,,,,,,,,
Macon County is a synonym for Tombigbee River (In NHM Cat),,,,,,,,,,,,
Madaras is a synonym for Mezö-Madaras (In NHM Cat),,,,,,,,,,,,
Maddur is a synonym for Muddoor (In NHM Cat),,,,,,,,,,,,
Madioen is a synonym for Ngawi (In NHM Cat),,,,,,,,,,,,
Madison County is a synonym for Duel Hill (1854) (In NHM Cat),,,,,,,,,,,,
Madison County is a synonym for Duel Hill (1873) (In NHM Cat),,,,,,,,,,,,
Mäel Pestivien is a synonym for Kerilis (In NHM Cat),,,,,,,,,,,,
Maeme is a synonym for Kyushu (In NHM Cat),,,,,,,,,,,,
Maessing is a synonym for Mässing (In NHM Cat),,,,,,,,,,,,
Mafuta Farm is a synonym for Mafuta (Added by JNG),,,,,,,,,,,,
Magadan is a synonym for Susuman (In NHM Cat),,,,,,,,,,,,
Magdalena is a synonym for Luis Lopez (In NHM Cat),,,,,,,,,,,,
Magdaleny is a synonym for Luis Lopez (In NHM Cat),,,,,,,,,,,,
Magdeburg is a synonym for Erxleben (In NHM Cat),,,,,,,,,,,,
Magetan is a synonym for Ngawi (In NHM Cat),,,,,,,,,,,,
Magnissa is a synonym for Magnesia (In NHM Cat),,,,,,,,,,,,
Magrour is a synonym for Umm Ruaba (In NHM Cat),,,,,,,,,,,,
Mahi Kantha is a synonym for Myhee Caunta (In NHM Cat),,,,,,,,,,,,
Mailand is a synonym for Cereseto (In NHM Cat),,,,,,,,,,,,
Mailsi is a synonym for Khairpur (In NHM Cat),,,,,,,,,,,,
Mainardi is a synonym for Vigarano (In NHM Cat),,,,,,,,,,,,
Mainpuri is a synonym for Chandpur (In NHM Cat),,,,,,,,,,,,
Makariwa is a synonym for Makarewa (In NHM Cat),,,,,,,,,,,,
Makedonien is a synonym for Seres (In NHM Cat),,,,,,,,,,,,
Maksimovka is a synonym for Vavilovka (In NHM Cat),,,,,,,,,,,,
Maldiak is a synonym for Maldyak (In NHM Cat),,,,,,,,,,,,
Malegaon is a synonym for Naoki (In NHM Cat),,,,,,,,,,,,
Mallenbye is a synonym for Mellenbye (In NHM Cat),,,,,,,,,,,,
Mallorca is a synonym for Majorca (In NHM Cat),,,,,,,,,,,,
Malomhaza is a synonym for Minnichhof (In NHM Cat),,,,,,,,,,,,
Malotas (a) is a synonym for Malotas (Established on publication of Malotas (b)),,,,,,,,,,,,
Malyi Altai is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Malyi Altaj is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Mamaroneck is a synonym for Canyon Diablo (From MetBase),,,,,,,,,,,,
Mamra is a synonym for Mamra Springs (In NHM Cat),,,,,,,,,,,,
Manbazar pargana is a synonym for Manbhoom (In NHM Cat),,,,,,,,,,,,
Manboom is a synonym for Manbhoom (In NHM Cat),,,,,,,,,,,,
Mandiari is a synonym for Sultanpur (In NHM Cat),,,,,,,,,,,,
Mandiga is a synonym for Bencubbin (In NHM Cat),,,,,,,,,,,,
Manegaum is a synonym for Manegaon (In NHM Cat),,,,,,,,,,,,
Mani is a synonym for Toluca (In NHM Cat),,,,,,,,,,,,
Manlay is a synonym for Manlai (In NHM Cat),,,,,,,,,,,,
Manpur Urf Baghai Kalan is a synonym for Merua (In NHM Cat),,,,,,,,,,,,
Mantala is a synonym for Muraid (In NHM Cat),,,,,,,,,,,,
Mantos Blancos 001 is a synonym for Mantos Blancos (Met Bull 102),,,,,,,,,,,,
Manyc is a synonym for Manych (In NHM Cat),,,,,,,,,,,,
Manytsch is a synonym for Manych (In NHM Cat),,,,,,,,,,,,
Maralinga 002 is a synonym for Watson 002 (From MetBase),,,,,,,,,,,,
Marathon is a synonym for Peña Blanca Spring (In NHM Cat),,,,,,,,,,,,
Marengo is a synonym for Homestead (In NHM Cat),,,,,,,,,,,,
Maria Elena (1928) is a synonym for North Chile (In NHM Cat),,,,,,,,,,,,
Marialahti is a synonym for Marjalahti (In NHM Cat),,,,,,,,,,,,
Marimba is a synonym for Kota-Kota (In NHM Cat),,,,,,,,,,,,
Marjahlts is a synonym for Marjalahti (In NHM Cat),,,,,,,,,,,,
Marjalachti is a synonym for Marjalahti (In NHM Cat),,,,,,,,,,,,
Marjalhai is a synonym for Marjalahti (In NHM Cat),,,,,,,,,,,,
Marmaros is a synonym for Borkut (In NHM Cat),,,,,,,,,,,,
Marmoros is a synonym for Borkut (In NHM Cat),,,,,,,,,,,,
Marokhaza is a synonym for Mocs (From MetBase),,,,,,,,,,,,
Marokháza is a synonym for Mocs (In NHM Cat),,,,,,,,,,,,
Maromaridia is a synonym for Maromandia (Synonym was an incorrect entry in this database),,,,,,,,,,,,
Maros is a synonym for Mezö-Madaras (In NHM Cat),,,,,,,,,,,,
Marradal is a synonym for Morradal (From MetBase),,,,,,,,,,,,
Mårradal is a synonym for Morradal (In NHM Cat),,,,,,,,,,,,
Marsa Alam 001 is a synonym for Marsa Alam (Synonym created when DCA defined),,,,,,,,,,,,
Marshall County is a synonym for Plymouth (In NHM Cat),,,,,,,,,,,,
Marshfield is a synonym for Seymour (In NHM Cat),,,,,,,,,,,,
Martinho Campos is a synonym for Ibitira (In NHM Cat),,,,,,,,,,,,
Maryland is a synonym for Emmitsburg (In NHM Cat),,,,,,,,,,,,
Maryland is a synonym for Lonaconing (In NHM Cat),,,,,,,,,,,,
Maryland is a synonym for Nanjemoy (In NHM Cat),,,,,,,,,,,,
Mataranka is a synonym for Henbury (In NHM Cat),,,,,,,,,,,,
Matatiela is a synonym for Kokstad (In NHM Cat),,,,,,,,,,,,
Matatiele is a synonym for Kokstad (In NHM Cat),,,,,,,,,,,,
Mategaon is a synonym for Naoki (In NHM Cat),,,,,,,,,,,,
Mato Grosso is a synonym for Paranaiba (In NHM Cat),,,,,,,,,,,,
Mau is a synonym for Mhow (In NHM Cat),,,,,,,,,,,,
Mauléon is a synonym for Sauguis (In NHM Cat),,,,,,,,,,,,
Maverick County is a synonym for Coahuila (In NHM Cat),,,,,,,,,,,,
May Day is a synonym for Mayday (From MetBase),,,,,,,,,,,,
Mayence is a synonym for Mainz (In NHM Cat),,,,,,,,,,,,
McAdoo is a synonym for McAddo (In NHM Cat),,,,,,,,,,,,
McCamey is a synonym for Odessa (iron) (In NHM Cat),,,,,,,,,,,,
McDowell County is a synonym for Wood's Mountain (In NHM Cat),,,,,,,,,,,,
McMurchie is a synonym for Centerville (In NHM Cat),,,,,,,,,,,,
Mdaouer 001 is a synonym for Mdaouer (First meteorite in new DCA),,,,,,,,,,,,
Mecca is a synonym for Kaaba (In NHM Cat),,,,,,,,,,,,
Mecherburg is a synonym for Mühlau (In NHM Cat),,,,,,,,,,,,
Mecklenburg County is a synonym for Monroe (In NHM Cat),,,,,,,,,,,,
Medanos is a synonym for Medanitos (In NHM Cat),,,,,,,,,,,,
Medvedeva is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Medwedewa is a synonym for Krasnojarsk (In NHM Cat),,,,,,,,,,,,
Meekatharra is a synonym for Doolgunna (In NHM Cat),,,,,,,,,,,,
Meester Cornelis is a synonym for Meester-Cornelis (From MetBase),,,,,,,,,,,,
Meghei is a synonym for Mighei (In NHM Cat),,,,,,,,,,,,
Mejillones is a synonym for Vaca Muerta (In NHM Cat),,,,,,,,,,,,
Mejillones (1875) is a synonym for Mejillones (In NHM Cat),,,,,,,,,,,,
Mejillones (1905) is a synonym for Mejillones (In NHM Cat),,,,,,,,,,,,
Melbourne is a synonym for Cranbourne (In NHM Cat),,,,,,,,,,,,
Melville is a synonym for Cape York (In NHM Cat),,,,,,,,,,,,
Melville Bay is a synonym for Cape York (In NHM Cat),,,,,,,,,,,,
Melyan is a synonym for Milena (In NHM Cat),,,,,,,,,,,,
Meno is a synonym for Menow (In NHM Cat),,,,,,,,,,,,
Menzyswil is a synonym for Menziswyl (From MetBase),,,,,,,,,,,,
Meridi is a synonym for Maridi (In NHM Cat),,,,,,,,,,,,
Meridiani Planum 001 is a synonym for Meridiani Planum (First meteorite found in DCA),,,,,,,,,,,,
Meson de Fierro is a synonym for Campo del Cielo (From MetBase),,,,,,,,,,,,
Mesón de Fierro is a synonym for Campo del Cielo (In NHM Cat),,,,,,,,,,,,
Mesquital is a synonym for San Francisco del Mezquital (In NHM Cat),,,,,,,,,,,,
Meteor Crater is a synonym for Barringer (Added by JNG),,,,,,,,,,,,
Metsaekylae is a synonym for Metsäkylä (In NHM Cat),,,,,,,,,,,,
Meung sur Loire is a synonym for Charsonville (In NHM Cat),,,,,,,,,,,,
Mexico is a synonym for Pampanga (In NHM Cat),,,,,,,,,,,,
Mezö-Madarasz is a synonym for Mezö-Madaras (In NHM Cat),,,,,,,,,,,,
Mezoe-Madaras is a synonym for Mezö-Madaras (In NHM Cat),,,,,,,,,,,,
Mezquital is a synonym for San Francisco del Mezquital (In NHM Cat),,,,,,,,,,,,
Mhamid is a synonym for El Hammami (In NHM Cat),,,,,,,,,,,,
Michigan Iron is a synonym for Toluca (In NHM Cat),,,,,,,,,,,,
Middle Hoby is a synonym for Tugalin-Bulen (In NHM Cat),,,,,,,,,,,,
Midt-Vaage is a synonym for Tysnes Island (In NHM Cat),,,,,,,,,,,,
Migei is a synonym for Mighei (In NHM Cat),,,,,,,,,,,,
Migheia is a synonym for Mighei (In NHM Cat),,,,,,,,,,,,
Migheja is a synonym for Mighei (In NHM Cat),,,,,,,,,,,,
Mikenskoi is a synonym for Grosnaja (In NHM Cat),,,,,,,,,,,,
Mikenskoj is a synonym for Grosnaja (In NHM Cat),,,,,,,,,,,,
Mikentskaia is a synonym for Grosnaja (In NHM Cat),,,,,,,,,,,,
