name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
dun-le-poëlier is a synonym for la bécasse (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dünaburg is a synonym for lixna (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dungo polje is a synonym for soko-banja (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
durango (of p. partsch) is a synonym for rancho de la pila (1882) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dwalene is a synonym for dwaleni (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dzemajtkemis is a synonym for zemaitkiemis (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
dzungaria is a synonym for armanty (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eagle is a synonym for eagle station (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east mount magnet is a synonym for mount magnet (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east tennessee is a synonym for morristown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east tennessee is a synonym for jonesboro (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east tennessee is a synonym for tazewell (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east tennessee is a synonym for cleveland (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
east tennessee is a synonym for cosby's creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
easter is a synonym for summerfield (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
easter essendy is a synonym for strathmore (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eau claire is a synonym for hammond (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eboliang 001 is a synonym for eboliang (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
echigo is a synonym for yonozu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
echo is a synonym for salt lake city (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ector county is a synonym for odessa (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ector county no. 3 is a synonym for odessa (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eddy county is a synonym for sacramento mountains (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
edmond is a synonym for dresden (kansas) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
edo is a synonym for hachi-oji (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eggenfelden is a synonym for mässing (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
egyptian meteorite is a synonym for sinai (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ehrenberg is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eibenstock is a synonym for steinbach (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eichstätt is a synonym for eichstädt (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eifel is a synonym for bitburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ejudina is a synonym for edjudina (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ekaterinoslav is a synonym for verkhne dnieprovsk (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ekaterinoslav is a synonym for pavlograd (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ekaterinoslav is a synonym for augustinovka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ekaterinoslav is a synonym for bachmut (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el abipon is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el chañaralino is a synonym for merceditas (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el charata is a synonym for campo del cielo (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
el dorado county is a synonym for shingle springs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el garganitello is a synonym for tomatlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el hacha is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el inca is a synonym for tamarugal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el mataco is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el médano 485 is a synonym for el médano 435 (duplicate meteorite),,,,,0,0,,,,,N/A,Ocean/Unknown
el mocovi is a synonym for campo del cielo (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
el mocoví is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el morito is a synonym for morito (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el nakhla el baharia is a synonym for nakhla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el patio is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el perdido is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el quemado is a synonym for acapulco (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el ranchito is a synonym for bacubirito (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el rodeo is a synonym for rodeo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el rosario is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el taco is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el tlahi is a synonym for hedjaz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el toba is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el tonocoté is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
el tule is a synonym for tule (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elandsburg is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elberton is a synonym for smithonia (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elden is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eldorado county is a synonym for shingle springs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eldorado creek is a synonym for skookum (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elgueras is a synonym for cangas de onis (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elida is a synonym for elida (a) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elisabethpol is a synonym for indarch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elisabethpol is a synonym for mighei (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elizavetpol is a synonym for mighei (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ellbogen is a synonym for elbogen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ellenboro is a synonym for colfax (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elmo is a synonym for joe wright mountain (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elsass is a synonym for ensisheim (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
elwell is a synonym for johnstown (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
emir is a synonym for krasnojarsk (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
emmet county is a synonym for estherville (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
emmetsburg is a synonym for emmitsburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
en naffatiyah 001 is a synonym for en naffatiyah (existing meteorite in new dca),,,,,0,0,,,,,N/A,Ocean/Unknown
encantada is a synonym for putinga (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
enos is a synonym for gibeon (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
ensigahara is a synonym for kyushu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
entre rios i is a synonym for chajari (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
entre rios ii is a synonym for hinojal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 001 is a synonym for northwest africa 470 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 002 is a synonym for northwest africa 471 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 003 is a synonym for northwest africa 472 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 004 is a synonym for northwest africa 473 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 005 is a synonym for northwest africa 474 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 006 is a synonym for northwest africa 475 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 007 is a synonym for northwest africa 476 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 008 is a synonym for northwest africa 477 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
er rachidia 009 is a synonym for northwest africa 478 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
erath county is a synonym for carlton (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
erenhot 001 is a synonym for erenhot (first meteorite in new dca),,,,,0,0,,,,,N/A,Ocean/Unknown
erg ben kesbes is a synonym for ben kesbes 001 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
erinpoorah is a synonym for bheenwal (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
erofeewka is a synonym for erofeevka (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
erokote is a synonym for erakot (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eroth county (false) is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
errachidia 001 is a synonym for errachidia (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
erx uben is a synonym for erxleben (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
eschigo is a synonym for yonozu (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
esna is a synonym for isna (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
essendy is a synonym for strathmore (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
estacade is a synonym for estacado (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
estland is a synonym for oesel (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
esu is a synonym for maridi (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
et-tlahi is a synonym for hedjaz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ezel is a synonym for oesel (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
faha is a synonym for limerick (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fair oaks is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fairbanks is a synonym for aggie creek (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fairfield county is a synonym for weston (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fairplay is a synonym for fair play (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fairweather is a synonym for bridgewater (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
false eroth county is a synonym for carlton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
false kalamaroo is a synonym for grand rapids (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
false kalamazoo is a synonym for grand rapids (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
false wittens is a synonym for eichstädt (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
false yanhuitlan is a synonym for misteca (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fasti is a synonym for bialystok (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fatehpur is a synonym for futtehpur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fawcett is a synonym for faucett (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fayette county is a synonym for bluff (a) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fayetteville is a synonym for petersburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fehrbellin is a synonym for linum (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fej arrih is a synonym for nwa 6963 (approved by nomcom 24 oct 2012),,,,,0,0,,,,,N/A,Ocean/Unknown
fekete is a synonym for mezö-madaras (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
feng is a synonym for fenghsien-ku (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
feng xian is a synonym for fenghsien-ku (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
fengxian is a synonym for fenghsien-ku (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ferrara is a synonym for renazzo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ferrara is a synonym for trenzano (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ferrara is a synonym for vigarano (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fezzan is a synonym for oubari (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fezzou (a) is a synonym for northwest africa 6235 (renamed nwa by action of nomcom 5/28/10),,,,,0,0,,,,,N/A,Ocean/Unknown
fezzou (b) is a synonym for northwest africa 6236 (renamed nwa by action of nomcom 5/28/10),,,,,0,0,,,,,N/A,Ocean/Unknown
filomena is a synonym for north chile (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
finmark is a synonym for finmarken (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
finnmarken is a synonym for finmarken (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
finsterhölzelries is a synonym for teplá (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fischer is a synonym for fisher (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fish river is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fisher dip is a synonym for denman 002 (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
fisterhölzelries is a synonym for teplá (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fiume potenza is a synonym for monte milone (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
flows is a synonym for monroe (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
floyd county is a synonym for indian valley (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
floyd mountain is a synonym for indian valley (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
floydada (a) is a synonym for floydada (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
foellinge is a synonym for föllinge (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
folersville is a synonym for staunton (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fomatlan is a synonym for tomatlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forest is a synonym for forest city (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forestburg is a synonym for forestburg (a) (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
forli is a synonym for valdinoce (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
formosas is a synonym for uberaba (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forrest (a) is a synonym for forrest 001 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forrest (b) is a synonym for forrest 002 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forrestcity is a synonym for forest city (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forsyth is a synonym for mincy (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fort duncan is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fort dunkan is a synonym for coahuila (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
forte pierre is a synonym for fort pierre (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fossil springs is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
foum agoutir 001 is a synonym for foum agoutir (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
foum tatahouine is a synonym for tatahouine (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
foum zguid 001 is a synonym for foum zguid (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
fouta senegalais is a synonym for siratik (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
framington is a synonym for farmington (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
francfort is a synonym for frankfort (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
franckfort is a synonym for frankfort (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
franklin county is a synonym for frankfort (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
franklin county is a synonym for frankfort (stone) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fransfontein is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fraserburg is a synonym for jackalsfontein (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
frederick county is a synonym for emmitsburg (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
"fredericksburg is a synonym for richland (wasson et al. (2007) gca 71, 760-781)",,,,,0,0,,,,,N/A,Ocean/Unknown
friedeburg is a synonym for friedland (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
friedrichsau is a synonym for grzempach (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fuc bin is a synonym for phuoc-binh (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fulton county is a synonym for rochester (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
furnas county is a synonym for norton county (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fürstenberg is a synonym for menow (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fyen is a synonym for fünen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fyn is a synonym for fünen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
fynen is a synonym for fünen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
g'day is a synonym for mundrabilla 020 (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gabiano is a synonym for borgo san donino (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gaillac is a synonym for favars (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
galapian is a synonym for agen (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
"galb inal 001 is a synonym for galb inal (nomcom disignated synonym, 31 mar 2016)",,,,,0,0,,,,,N/A,Ocean/Unknown
galleguillos is a synonym for ternera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
galleguitos is a synonym for ternera (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gallipoli is a synonym for henbury (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ganado is a synonym for canyon diablo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gancedo is a synonym for campo del cielo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gandom beryan 001 is a synonym for gandom beryan (first meteorite in dca),,,,,0,0,,,,,N/A,Ocean/Unknown
ganigobis is a synonym for gibeon (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
gao is a synonym for gao-guenie (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gao (upper volta) is a synonym for gao-guenie (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gara ikhrarene is a synonym for ikhrarene (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gargantillo is a synonym for tomatlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
garinais is a synonym for gibeon (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
garnet is a synonym for garnett (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
garrett county is a synonym for lonaconing (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
garz is a synonym for schellin (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gawler range is a synonym for yardea (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
geluksfontein is a synonym for cronstad (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gent is a synonym for st. denis westrem (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gera is a synonym for pohlitz (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gerano is a synonym for orvinio (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gettysburg is a synonym for mount joy (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghanim is a synonym for al-ghanim (iron) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghanim is a synonym for al-ghanim (stone) (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghazeepore is a synonym for mhow (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghent is a synonym for st. denis westrem (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghoordha is a synonym for moti-ka-nagla (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghubara (1954) is a synonym for ghubara (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
ghubara (1962) is a synonym for jiddat al harasis (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gibb's meteorite is a synonym for red river (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gibon is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gilgoin station is a synonym for gilgoin (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gilpin county is a synonym for russel gulch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gindorcha is a synonym for indarch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
girger is a synonym for khor temiki (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
girghenti is a synonym for girgenti (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
girona is a synonym for gerona (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gjilatelke is a synonym for mocs (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glasgow is a synonym for high possil (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glasotovo is a synonym for glasatovo (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glen helen is a synonym for henbury (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glen rose (b) is a synonym for squaw creek (from metbase),,,,,0,0,,,,,N/A,Ocean/Unknown
glen rose (stone) is a synonym for rosebud (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glindorcha is a synonym for indarch (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glorieta is a synonym for glorieta mountain (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
glorietta mountain is a synonym for glorieta mountain (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gnarrenburg is a synonym for bremervörde (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gnubara is a synonym for ghubara (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goamus farm is a synonym for gibeon (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goldbach's iron is a synonym for yanhuitlan (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gor lefcah is a synonym for oum dreyga (mb89),,,,,0,0,,,,,N/A,Ocean/Unknown
gorakhpur is a synonym for pokhra (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
gorizia is a synonym for avce (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goruckpur is a synonym for bustee (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goruckpur is a synonym for butsura (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goruckpur is a synonym for supuhee (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
goruckpur is a synonym for dandapur (in nhm cat),,,,,0,0,,,,,N/A,Ocean/Unknown
