name,reclass,mass,fall,year,latitude,longitude,coordinates,,decade,address,ccode,country
northwest africa 13496 **,mesosiderite,123 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13497 **,eucrite,528 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13498 **,ll3,68.8 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13499 **,eucrite,177.7 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13500 **,l(ll)3,24.6 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13506 **,martian (shergottite),233 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13507 **,lodranite,259 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13508 **,ureilite,1075 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13510 **,howardite,1198 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13511 **,r4,1089 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13513 **,ureilite,21 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13514,l5,2.78 kg,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13515,h5,3.91 kg,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13516 **,eucrite-unbr,546 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13518 **,r4-5,2.63 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13519 **,l3-5,234 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13521 **,l5,585 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13534 **,l4,3.56 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13542 **,cv3,80 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13543 **,cv3,4.4 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13544 **,ck5,2.5 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13545 **,eucrite,2.7 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13546 **,lunar (feldsp. breccia),2.3 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13547 **,cm2,17 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13548 **,eucrite-melt breccia,700 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13549 **,eucrite,25 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13551 **,h6,302 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13552 **,h5,140 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13553 **,l5,455 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13554,h5,89 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13555 **,ll6,682 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13556 **,ll6,286 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13557 **,ck6,20 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13558 **,h6,80 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13559 **,co3,172 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13560 **,h5,2.92 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13561 **,martian (polymict breccia),1.5 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13562 **,lodranite,90 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13563 **,l6,120 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13564 **,pallasite,75 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13565 **,mesosiderite,1085 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13566 **,ll4,826 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13567 **,ll3.1,1980 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13568 **,lunar,825 g,,2020,0,0,,,2010,"tindouf, algeria",N/A,Ocean/Unknown
northwest africa 13569 **,cvred3,24.2 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13572 **,howardite,1650 g,,2020,0,0,,,2010,western sahara,N/A,Ocean/Unknown
northwest africa 13573 **,cvoxa3,2.88 kg,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13574 **,howardite,1525 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13575 **,cvoxb3,1912 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13578 **,ck6,6.44 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13580 **,diogenite,700 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13621 **,lunar (feldsp. breccia),1608 g,,2020,0,0,,,2010,mali,N/A,Ocean/Unknown
northwest africa 13623 **,mesosiderite,1889 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13624 **,winonaite,1161 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13625 **,lunar (feldsp. breccia),54 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13626,h5,138 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13627 **,h3,51 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13628 **,eucrite,67 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13629 **,h5,420 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13630 **,diogenite,85 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13633 **,ll3,605 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13635 **,h6,2.91 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13637 **,lunar (feldsp. breccia),8.6 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13638 **,lunar (feldsp. breccia),512 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13639 **,mesosiderite,361 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13640 **,winonaite,935 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13642 **,ureilite,169 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13643 **,cm2,170 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13644 **,l-melt rock,165 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13645 **,martian (shergottite),135 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13646 **,ll4-6,688 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13649 **,howardite,164 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13650 **,r3,131 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13651 **,eucrite,376 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13652 **,winonaite,390 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13653 **,h4,525 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13656 **,cv3,811 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13666 **,h4,455 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13669 **,martian (nakhlite),139.2 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13671 **,c3-ung,35 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13673 **,achondrite (brachinite-like),334 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13675 **,ck5,24 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13676 **,lunar (feldsp. breccia),698 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13677 **,winonaite,2.28 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13679 **,winonaite,1240 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13680 **,ureilite,848 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13682 **,h6,2.88 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13684 **,ck5,170 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13685 **,r3-6,486 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13686 **,r5,341 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13689 **,c3.00-ung,165 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13691 **,l6,140.8 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13692 **,diogenite,950 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13696 **,winonaite,646 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13700,ll6,1460 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13702 **,ck5,34.5 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13704 **,martian (shergottite),17 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13705 **,diogenite,235 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13707 **,cm2,26.7 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13708 **,ll3,520 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13709 **,l-melt rock,254 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13710 **,diogenite,398 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13711 **,cm2,26.3 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13712 **,diogenite,198.5 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13713 **,winonaite,118.3 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13714 **,lunar (feldsp. breccia),39.2 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13715 **,lunar (feldsp. breccia),176.6 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13716 **,martian (shergottite),53.5 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13717 **,lunar (feldsp. breccia),24.2 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13718 **,ll6,58.8 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13719 **,co3,67.3 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13720 **,"pallasite, pmg",143.4 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13724 **,cr2,476 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13728 **,pallasite,40 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13730 **,eucrite-unbr,233 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13733 **,ll(l)3,287 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13734 **,eucrite-mmict,2.9 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13737 **,h5,7.12 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13738 **,ll3,431 g,,2020,0,0,,,2010,"adrar, algeria",N/A,Ocean/Unknown
northwest africa 13739 **,lunar,712 g,,2020,0,0,,,2010,"tindouf, algeria",N/A,Ocean/Unknown
northwest africa 13740 **,mesosiderite,405 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13741 **,ll3-5,257 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13742 **,eucrite,272 g,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13745 **,eucrite-mmict,1094 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13747 **,ck5,643 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13750 **,lodranite,573 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13753 **,l5,1622 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13754 **,lodranite,1096 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13755 **,ll3,125 g,,2020,0,0,,,2010,mali,N/A,Ocean/Unknown
northwest africa 13756 **,r4,201 g,,2020,0,0,,,2010,niger,N/A,Ocean/Unknown
northwest africa 13757 **,lunar (melt breccia),16.97 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13760 **,iron,36.1 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13767,h5,6.66 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13768 **,howardite,1680 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13769 **,co3,761 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13771 **,eucrite-melt breccia,121.4 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13772 **,l3,315 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13779 **,lunar (feldsp. breccia),80 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13780 **,l6-melt breccia,460 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13781,ll6,400 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13784 **,cv3-an,290 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13788 **,lunar (melt breccia),2.6 kg,,2020,0,0,,,2010,"ouargla, algeria",N/A,Ocean/Unknown
northwest africa 13789 **,diogenite,1673 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13790 **,winonaite,838 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13791 **,achondrite-ung,142.6 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13792 **,"iron, iiiab",4.54 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13831 **,l3,490 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13835 **,eucrite-unbr,106.2 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13836 **,eucrite-cm,1.85 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13837 **,lunar (troct),20.3 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13838,l5,276 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13839 **,acapulcoite,211 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13840,ll6,253 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13844 **,cm2,4.13 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13856 **,achondrite-ung,374 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13857 **,achondrite-ung,476 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13858 **,mesosiderite,2.44 kg,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13860 **,ll6,16.2 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13861 **,eucrite-melt breccia,130 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13863 **,achondrite-ung,280 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13865 **,ll3,94 g,,2020,0,0,,,2010,mali,N/A,Ocean/Unknown
northwest africa 13866 **,l6,6.06 kg,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13867 **,co3,519 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13868 **,ll3,880 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13874 **,l4,363 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13877 **,ck3,1025 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13884 **,martian (shergottite),4.11 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13886 **,co3,189 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13893 **,ll-melt rock,75 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13894 **,l5-melt breccia,890 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 13898 **,diogenite-olivine,4.95 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13901 **,ureilite,3.7 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13902 **,diogenite,8.74 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13905 **,l6,2.2 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13908 **,lunar (melt breccia),1680 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13909 **,l3.15,987 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13911 **,l3,412 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13912 **,mesosiderite,11.85 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13913 **,ck6,42 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13917 **,winonaite,5.2 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13920 **,ll3-6,101 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13921 **,achondrite-ung,807 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13925 **,martian (shergottite),1250 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13927 **,aubrite,98 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13930 **,lunar (feldsp. breccia),92 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13944 **,eucrite-pmict,226 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13954 **,achondrite-ung,4.5 kg,,2020,0,0,,,2010,mauritania,N/A,Ocean/Unknown
northwest africa 13955 **,achondrite-ung,1760 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13956 **,ck5,98.4 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 13959 **,l7-melt breccia,1855 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13962 **,ureilite,250 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13963 **,l6-an,271 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13965 **,martian (shergottite),1720 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13973 **,martian (shergottite),4.5 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13981 **,eucrite-an,4.04 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13982 **,r3-6,1535 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13983 **,diogenite-pm,1500 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13985 **,eucrite-pmict,312 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13986 **,winonaite,1845 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13987 **,ck4,1570 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13993 **,eucrite-br,807 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 13997 **,ll3,123.9 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14001 **,ll4,25 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14003 **,h4,1950 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14004 **,cv3,1720 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14005 **,lunar (feldsp. breccia),15 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
northwest africa 14006 **,l4,15 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14008 **,l5,527 g,,2020,0,0,,,2010,morocco,N/A,Ocean/Unknown
northwest africa 14011 **,diogenite,5.01 kg,,2020,0,0,,,2010,mali,N/A,Ocean/Unknown
northwest africa 14016 **,eucrite-melt breccia,29.4 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14017 **,martian (shergottite),1665 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14028 **,eucrite-mmict,140 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14029 **,l5,117 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14030 **,l3-6,640 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14035 **,lunar (feldsp. breccia),189 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14038 **,ll3,2.07 kg,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14043 **,l4/5,1000 g,,2020,0,0,,,2010,(northwest africa),N/A,Ocean/Unknown
northwest africa 14046 **,howardite,219 g,,2020,0,0,,,2010,algeria,N/A,Ocean/Unknown
